index,title,desc,hot,url,image,source,type,ranking_id,surface,published_at,datetime
1,I Built Non-Autoregressive Decision Models with RL a Year Ago,164 comments,706,https://laya.convaiinnovations.com/,,Hacker News,Top Stories,top,hotlist,2026-09-19 10:46:58 UTC,2026-09-20 02:30:57
2,AI-generated posters don’t have to be horrible,547 comments,910,https://john.hartnup.uk/2026/06/07/ai-event-posters.html,,Hacker News,Top Stories,top,hotlist,2026-09-19 09:20:58 UTC,2026-09-20 02:30:57
3,"Human brain is two separate organs, Stanford Medicine-led research finds",196 comments,539,https://med.stanford.edu/news/all-news/2026/09/two-separate-brains.html,,Hacker News,Top Stories,top,hotlist,2026-09-19 05:48:50 UTC,2026-09-20 02:30:57
4,A graphical desktop for the ZX Spectrum,82 comments,101,https://github.com/mindbox77/zxdesk,,Hacker News,Top Stories,top,hotlist,2026-09-19 14:01:58 UTC,2026-09-20 02:30:57
5,Tin: full-text search for Postgres,55 comments,112,https://planetscale.com/blog/introducing-tin,,Hacker News,Top Stories,top,hotlist,2026-09-19 13:52:06 UTC,2026-09-20 02:30:57
6,“The Secret Life of Circuits” is here,58 comments,223,https://blog.coredump.cx/p/the-secret-life-of-circuits-is-here,,Hacker News,Top Stories,top,hotlist,2026-09-15 23:15:05 UTC,2026-09-20 02:30:57
7,Android 17 is the first since 3.x to add new APIs without releasing to the AOSP,586 comments,1023,https://grapheneos.social/@GrapheneOS/117282080803799576,,Hacker News,Top Stories,top,hotlist,2026-09-18 19:03:09 UTC,2026-09-20 02:30:57
8,Black Holes or Black Hole Stars? Astronomers Spar over 'Little Red Dots',21 comments,58,https://www.quantamagazine.org/black-holes-or-black-hole-stars-astronomers-spar-over-webb-telescopes-little-red-dots-20260914/,,Hacker News,Top Stories,top,hotlist,2026-09-18 15:47:14 UTC,2026-09-20 02:30:57
9,People who know the most often sound the least certain,5 comments,21,https://vrash.substack.com/p/the-people-who-know-the-most-often,,Hacker News,Top Stories,top,hotlist,2026-09-19 17:42:43 UTC,2026-09-20 02:30:57
10,New evidence for hidden chambers beyond Tutankhamun's tomb,14 comments,47,https://www.nature.com/articles/d41586-026-02621-2,,Hacker News,Top Stories,top,hotlist,2026-09-17 15:58:31 UTC,2026-09-20 02:30:57
11,GPT-6 Astra Solves a WWI German Radio Cipher,144 comments,283,https://www.prinzai.com/p/gpt-6-astra-solves-a-wwi-german-radio,,Hacker News,Top Stories,top,hotlist,2026-09-19 06:41:44 UTC,2026-09-20 02:30:57
12,San Francisco Onion Futures Company,132 comments,321,https://onionfutures.com/,,Hacker News,Top Stories,top,hotlist,2026-09-19 04:23:30 UTC,2026-09-20 02:30:57
13,Almost Never Use AI to Write Anything Substantive,29 comments,48,https://erichgrunewald.substack.com/p/why-you-should-almost-never-use-ai,,Hacker News,Top Stories,top,hotlist,2026-09-19 16:35:24 UTC,2026-09-20 02:30:57
14,"If math is more than proof, we need to better celebrate the rest of it",205 comments,256,https://terrytao.wordpress.com/2026/09/18/if-math-is-more-than-proof-we-need-to-better-celebrate-the-rest-of-it/,,Hacker News,Top Stories,top,hotlist,2026-09-19 06:28:02 UTC,2026-09-20 02:30:57
15,Cloudflare Quick Tunnels,302 comments,789,https://try.cloudflare.com/,,Hacker News,Top Stories,top,hotlist,2026-09-18 14:18:41 UTC,2026-09-20 02:30:57
16,"What Zig felt like, coming from Rust",141 comments,130,https://besok.github.io/posts/what-zig-felt-like-coming-from-rust/,,Hacker News,Top Stories,top,hotlist,2026-09-19 13:55:18 UTC,2026-09-20 02:30:57
