index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,dyad,"Free, local, open-source AI app builder ✨ v0 / lovable / Bolt alternative 🌟 Star if you like it!",wwwillchen,TypeScript,"8,703",865,"2,011 stars today",https://github.com//dyad-sh/dyad,GitHub_TypeScript_daily,2025-08-06 02:50:03
2,reflex,🕸️ Web apps in pure Python 🐍,masenf,Python,"24,943","1,463",476 stars today,https://github.com//reflex-dev/reflex,GitHub_Python_daily,2025-08-06 02:50:03
3,winner,Winners of the International Obfuscated C Code Contest,lcn2,HTML,756,58,25 stars today,https://github.com//ioccc-src/winner,GitHub_HTML_daily,2025-08-06 02:50:03
4,solidity,"Solidity, the Smart Contract Programming Language",chriseth,C++,"24,741","6,140",10 stars today,https://github.com//ethereum/solidity,GitHub_C++_daily,2025-08-06 02:50:03
5,mcp-for-beginners,"This open-source curriculum introduces the fundamentals of Model Context Protocol (MCP) through real-world, cross-language examples in .NET, Java, TypeScript, JavaScript, and Python. Designed for developers, it focuses on practical techniques for building modular, scalable, and secure AI workflows from session setup to service orchestration.",leestott,Python,"6,913","1,898",473 stars today,https://github.com//microsoft/mcp-for-beginners,GitHub_Python_daily,2025-08-06 02:50:03
6,sim,"Sim is an open-source AI agent workflow builder. Sim Studio's interface is a lightweight, intuitive way to quickly build and deploy LLMs that connect with your favorite tools.",waleedlatif1,TypeScript,"6,522",887,102 stars today,https://github.com//simstudioai/sim,GitHub_TypeScript_daily,2025-08-06 02:50:03
7,actual,A local-first personal finance app,MatissJanis,TypeScript,"21,077","1,697",357 stars today,https://github.com//actualbudget/actual,GitHub_TypeScript_daily,2025-08-06 02:50:03
8,swift-composable-architecture,"A library for building applications in a consistent and understandable way, with composition, testing, and ergonomics in mind.",stephencelis,Swift,"13,758","1,570",37 stars today,https://github.com//pointfreeco/swift-composable-architecture,GitHub_Swift_daily,2025-08-06 02:50:03
9,public-apis,A collective list of free APIs,matheusfelipeog,Python,"359,653","37,737",332 stars today,https://github.com//public-apis/public-apis,GitHub_Python_daily,2025-08-06 02:50:03
10,hashcat,World's fastest and most advanced password recovery utility,jsteube,C,"23,537","3,156",222 stars today,https://github.com//hashcat/hashcat,GitHub_C_daily,2025-08-06 02:50:03
11,zotero-arxiv-daily,Recommend new arxiv papers of your interest daily according to your Zotero libarary.,TideDra,Python,"2,925","2,455",61 stars today,https://github.com//TideDra/zotero-arxiv-daily,GitHub_Python_daily,2025-08-06 02:50:03
12,RevokeMsgPatcher,A hex editor for WeChat/QQ/TIM - PC版微信/QQ/TIM防撤回补丁（我已经看到了，撤回也没用了）,huiyadanli,C#,"33,764","3,725",31 stars today,https://github.com//huiyadanli/RevokeMsgPatcher,GitHub_C#_daily,2025-08-06 02:50:03
13,wg-easy,The easiest way to run WireGuard VPN + Web-based Admin UI.,pheiduck,TypeScript,"21,754","2,036",388 stars today,https://github.com//wg-easy/wg-easy,GitHub_TypeScript_daily,2025-08-06 02:50:03
14,vibe,Transcribe on your own!,thewh1teagle,TypeScript,"3,322",195,86 stars today,https://github.com//thewh1teagle/vibe,GitHub_TypeScript_daily,2025-08-06 02:50:03
1,copyparty,"Portable file server with accelerated resumable uploads, dedup, WebDAV, FTP, TFTP, zeroconf, media indexer, thumbnails++ all in one file, no deps",9001,Python,"20,558",709,"14,855 stars this week",https://github.com//9001/copyparty,GitHub_Python_weekly,2025-08-06 02:50:03
2,dyad,"Free, local, open-source AI app builder ✨ v0 / lovable / Bolt alternative 🌟 Star if you like it!",wwwillchen,TypeScript,"8,703",865,"4,157 stars this week",https://github.com//dyad-sh/dyad,GitHub_TypeScript_weekly,2025-08-06 02:50:03
3,eino,The ultimate LLM/AI application development framework in Golang.,meguminnnnnnnnn,Go,"6,459",497,920 stars this week,https://github.com//cloudwego/eino,GitHub_Go_weekly,2025-08-06 02:50:03
4,swift-composable-architecture,"A library for building applications in a consistent and understandable way, with composition, testing, and ergonomics in mind.",stephencelis,Swift,"13,758","1,570",210 stars this week,https://github.com//pointfreeco/swift-composable-architecture,GitHub_Swift_weekly,2025-08-06 02:50:03
5,mcp-for-beginners,"This open-source curriculum introduces the fundamentals of Model Context Protocol (MCP) through real-world, cross-language examples in .NET, Java, TypeScript, JavaScript, and Python. Designed for developers, it focuses on practical techniques for building modular, scalable, and secure AI workflows from session setup to service orchestration.",leestott,Python,"6,913","1,898",707 stars this week,https://github.com//microsoft/mcp-for-beginners,GitHub_Python_weekly,2025-08-06 02:50:03
6,ComfyUI-WanVideoWrapper,,kijai,Python,"3,816",290,334 stars this week,https://github.com//kijai/ComfyUI-WanVideoWrapper,GitHub_Python_weekly,2025-08-06 02:50:03
7,awesome-llm-apps,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",Shubhamsaboo,Python,"55,607","6,528","2,628 stars this week",https://github.com//Shubhamsaboo/awesome-llm-apps,GitHub_Python_weekly,2025-08-06 02:50:03
8,tldr,📚 Collaborative cheatsheets for console commands,sebastiaanspeck,Markdown,"58,381","4,651","1,247 stars this week",https://github.com//tldr-pages/tldr,GitHub_Markdown_weekly,2025-08-06 02:50:03
9,prompt-optimizer,一款提示词优化器，助力于编写高质量的提示词,linshenkx,TypeScript,"12,423","1,503","1,605 stars this week",https://github.com//linshenkx/prompt-optimizer,GitHub_TypeScript_weekly,2025-08-06 02:50:03
10,rustdesk,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer.",rustdesk,Rust,"95,095","13,916","1,006 stars this week",https://github.com//rustdesk/rustdesk,GitHub_Rust_weekly,2025-08-06 02:50:03
11,supervision,We write your reusable computer vision tools. 💜,SkalskiP,Python,"33,325","2,683","2,831 stars this week",https://github.com//roboflow/supervision,GitHub_Python_weekly,2025-08-06 02:50:03
12,LLMs-from-scratch,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step",rasbt,Jupyter Notebook,"62,320","8,725","1,578 stars this week",https://github.com//rasbt/LLMs-from-scratch,GitHub_Jupyter Notebook_weekly,2025-08-06 02:50:03
13,outline,"The fastest knowledge base for growing teams. Beautiful, realtime collaborative, feature packed, and markdown compatible.",tommoor,TypeScript,"34,160","2,756",992 stars this week,https://github.com//outline/outline,GitHub_TypeScript_weekly,2025-08-06 02:50:03
14,claude-code-router,"Use Claude Code as the foundation for coding infrastructure, allowing you to decide how to interact with the model while enjoying updates from Anthropic.",musistudio,TypeScript,"10,245",753,"1,762 stars this week",https://github.com//musistudio/claude-code-router,GitHub_TypeScript_weekly,2025-08-06 02:50:03
1,OpenBB,"Investment Research for Everyone, Everywhere.",jmaslek,Python,"48,178","4,420","5,860 stars this month",https://github.com//OpenBB-finance/OpenBB,GitHub_Python_monthly,2025-08-06 02:50:03
2,genai-toolbox,MCP Toolbox for Databases is an open source MCP server for databases.,Yuan325,Go,"8,883",643,"7,122 stars this month",https://github.com//googleapis/genai-toolbox,GitHub_Go_monthly,2025-08-06 02:50:03
3,claude-code-router,"Use Claude Code as the foundation for coding infrastructure, allowing you to decide how to interact with the model while enjoying updates from Anthropic.",musistudio,TypeScript,"10,245",753,"7,108 stars this month",https://github.com//musistudio/claude-code-router,GitHub_TypeScript_monthly,2025-08-06 02:50:03
4,WebAgent,🌐 WebAgent for Information Seeking built by Tongyi Lab: WebWalker & WebDancer & WebSailor & WebShaper https://arxiv.org/abs/2507.15061 https://arxiv.org/pdf/2507.02592,callanwu,Python,"5,758",419,"4,462 stars this month",https://github.com//Alibaba-NLP/WebAgent,GitHub_Python_monthly,2025-08-06 02:50:03
5,dyad,"Free, local, open-source AI app builder ✨ v0 / lovable / Bolt alternative 🌟 Star if you like it!",wwwillchen,TypeScript,"8,703",865,"4,659 stars this month",https://github.com//dyad-sh/dyad,GitHub_TypeScript_monthly,2025-08-06 02:50:03
6,markitdown,Python tool for converting files and office documents to Markdown.,afourney,Python,"70,373","3,803","10,670 stars this month",https://github.com//microsoft/markitdown,GitHub_Python_monthly,2025-08-06 02:50:03
7,claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",actions-user,PowerShell,"28,107","1,577","10,665 stars this month",https://github.com//anthropics/claude-code,GitHub_PowerShell_monthly,2025-08-06 02:50:03
8,rustfs,🚀 High-performance distributed object storage for MinIO alternative.,houseme,Rust,"6,975",307,"6,093 stars this month",https://github.com//rustfs/rustfs,GitHub_Rust_monthly,2025-08-06 02:50:03
9,awesome-claude-code,"A curated list of awesome commands, files, and workflows for Claude Code",hesreallyhim,Python,"8,770",451,"6,074 stars this month",https://github.com//hesreallyhim/awesome-claude-code,GitHub_Python_monthly,2025-08-06 02:50:03
10,open_deep_research,,rlancemartin,Python,"7,098",940,"2,870 stars this month",https://github.com//langchain-ai/open_deep_research,GitHub_Python_monthly,2025-08-06 02:50:03
11,12-factor-agents,What are the principles we can use to build LLM-powered software that is actually good enough to put in the hands of production customers?,dexhorthy,TypeScript,"11,590",775,"6,046 stars this month",https://github.com//humanlayer/12-factor-agents,GitHub_TypeScript_monthly,2025-08-06 02:50:03
12,hrms,Open Source HR and Payroll Software,ruchamahabal,Python,"5,751","1,498","3,031 stars this month",https://github.com//frappe/hrms,GitHub_Python_monthly,2025-08-06 02:50:03
13,MediaCrawler,小红书笔记 | 评论爬虫、抖音视频 | 评论爬虫、快手视频 | 评论爬虫、B 站视频 ｜ 评论爬虫、微博帖子 ｜ 评论爬虫、百度贴吧帖子 ｜ 百度贴吧评论回复爬虫 | 知乎问答文章｜评论爬虫,NanmiCoder,Python,"35,114","8,204","8,986 stars this month",https://github.com//NanmiCoder/MediaCrawler,GitHub_Python_monthly,2025-08-06 02:50:03
14,opencode,"AI coding agent, built for the terminal.",thdxr,Go,"17,423","1,086","8,541 stars this month",https://github.com//sst/opencode,GitHub_Go_monthly,2025-08-06 02:50:03
1,copyparty,"Portable file server with accelerated resumable uploads, dedup, WebDAV, FTP, TFTP, zeroconf, media indexer, thumbnails++ all in one file, no deps",9001,Python,"20,558",709,"14,855 stars this week",https://github.com//9001/copyparty,GitHub_Python_weekly,2025-08-06 02:50:03
2,dyad,"Free, local, open-source AI app builder ✨ v0 / lovable / Bolt alternative 🌟 Star if you like it!",wwwillchen,TypeScript,"8,703",865,"4,157 stars this week",https://github.com//dyad-sh/dyad,GitHub_TypeScript_weekly,2025-08-06 02:50:03
3,eino,The ultimate LLM/AI application development framework in Golang.,meguminnnnnnnnn,Go,"6,459",497,920 stars this week,https://github.com//cloudwego/eino,GitHub_Go_weekly,2025-08-06 02:50:03
4,swift-composable-architecture,"A library for building applications in a consistent and understandable way, with composition, testing, and ergonomics in mind.",stephencelis,Swift,"13,758","1,570",210 stars this week,https://github.com//pointfreeco/swift-composable-architecture,GitHub_Swift_weekly,2025-08-06 02:50:03
5,mcp-for-beginners,"This open-source curriculum introduces the fundamentals of Model Context Protocol (MCP) through real-world, cross-language examples in .NET, Java, TypeScript, JavaScript, and Python. Designed for developers, it focuses on practical techniques for building modular, scalable, and secure AI workflows from session setup to service orchestration.",leestott,Python,"6,913","1,898",707 stars this week,https://github.com//microsoft/mcp-for-beginners,GitHub_Python_weekly,2025-08-06 02:50:03
6,ComfyUI-WanVideoWrapper,,kijai,Python,"3,816",290,334 stars this week,https://github.com//kijai/ComfyUI-WanVideoWrapper,GitHub_Python_weekly,2025-08-06 02:50:03
7,awesome-llm-apps,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",Shubhamsaboo,Python,"55,607","6,528","2,628 stars this week",https://github.com//Shubhamsaboo/awesome-llm-apps,GitHub_Python_weekly,2025-08-06 02:50:03
8,tldr,📚 Collaborative cheatsheets for console commands,sebastiaanspeck,Markdown,"58,381","4,651","1,247 stars this week",https://github.com//tldr-pages/tldr,GitHub_Markdown_weekly,2025-08-06 02:50:03
