index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,winapps,"Run Windows apps such as Microsoft Office/Adobe in Linux (Ubuntu/Fedora) and GNOME/KDE as if they were a part of the native OS, including Nautilus integration. Hard fork of https://github.com/Fmstrat/winapps/",oskardotglobal,Shell,"5,655",186,584 stars today,https://github.com//winapps-org/winapps,GitHub_Shell_daily,2025-08-25 02:37:47
2,airi,"💖🧸 Self hosted, you owned Grok Companion, a container of souls of waifu, cyber livings to bring them into our worlds, wishing to achieve Neuro-sama's altitude. Capable of realtime voice chat, Minecraft, Factorio playing. Web / macOS / Windows supported.",nekomeowww,Vue,"9,036",661,"1,317 stars today",https://github.com//moeru-ai/airi,GitHub_Vue_daily,2025-08-25 02:37:47
3,DeepCode,"""DeepCode: Open Agentic Coding (Paper2Code & Text2Web & Text2Backend)""",Zongwei9888,Python,"2,219",275,427 stars today,https://github.com//HKUDS/DeepCode,GitHub_Python_daily,2025-08-25 02:37:47
4,mesh2motion-app,Import a 3D Model and automatically assign and export animations,scottpetrovic,TypeScript,957,83,182 stars today,https://github.com//scottpetrovic/mesh2motion-app,GitHub_TypeScript_daily,2025-08-25 02:37:47
5,free-programming-books,📚 Freely available programming books,vhf,Python,"366,039","63,955",151 stars today,https://github.com//EbookFoundation/free-programming-books,GitHub_Python_daily,2025-08-25 02:37:47
6,drawnix,"开源白板工具（SaaS），一体化白板，包含思维导图、流程图、自由画等。All in one open-source whiteboard tool with mind, flowchart, freehand and etc.",pubuzhixing8,TypeScript,"6,278",494,"1,000 stars today",https://github.com//plait-board/drawnix,GitHub_TypeScript_daily,2025-08-25 02:37:47
7,midday,"Invoicing, Time tracking, File reconciliation, Storage, Financial Overview & your own Assistant made for Freelancers",pontusab,TypeScript,"11,202","1,017",229 stars today,https://github.com//midday-ai/midday,GitHub_TypeScript_daily,2025-08-25 02:37:47
8,yt-dlp,A feature-rich command-line audio/video downloader,dstftw,Python,"123,651","9,861",124 stars today,https://github.com//yt-dlp/yt-dlp,GitHub_Python_daily,2025-08-25 02:37:47
9,django,The Web framework for perfectionists with deadlines.,timgraham,Python,"84,696","32,852",13 stars today,https://github.com//django/django,GitHub_Python_daily,2025-08-25 02:37:47
10,klipper,Klipper is a 3d-printer firmware,KevinOConnor,C,"10,684","5,648",6 stars today,https://github.com//Klipper3d/klipper,GitHub_C_daily,2025-08-25 02:37:47
11,Java,All Algorithms implemented in Java,alxkm,Java,"62,843","20,175",39 stars today,https://github.com//TheAlgorithms/Java,GitHub_Java_daily,2025-08-25 02:37:47
12,GhostTrack,Useful tool to track location or mobile number,HunxByts,Python,"3,949",483,451 stars today,https://github.com//HunxByts/GhostTrack,GitHub_Python_daily,2025-08-25 02:37:47
13,sim,"Sim is an open-source AI agent workflow builder. Sim's interface is a lightweight, intuitive way to rapidly build and deploy LLMs that connect with your favorite tools.",waleedlatif1,TypeScript,"11,827","1,373",306 stars today,https://github.com//simstudioai/sim,GitHub_TypeScript_daily,2025-08-25 02:37:47
14,puck,The visual editor for React,chrisvxd,TypeScript,"8,500",560,328 stars today,https://github.com//puckeditor/puck,GitHub_TypeScript_daily,2025-08-25 02:37:47
15,Folo,🧡 Follow everything in one place,Innei,TypeScript,"32,103","1,482",353 stars today,https://github.com//RSSNext/Folo,GitHub_TypeScript_daily,2025-08-25 02:37:47
16,univer,"Build AI-native spreadsheets. Univer is a full-stack framework for creating and editing spreadsheets on both web and server. With Univer MCP, Univer spreadsheet is driven directly through natural language.",jikkai,TypeScript,"10,487",915,202 stars today,https://github.com//dream-num/univer,GitHub_TypeScript_daily,2025-08-25 02:37:47
17,leantime,"Leantime is a goals focused project management system for non-project managers. Building with ADHD, Autism, and dyslexia in mind.",marcelfolaron,PHP,"7,200",730,355 stars today,https://github.com//Leantime/leantime,GitHub_PHP_daily,2025-08-25 02:37:47
