index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,opencode,The open source coding agent.,thdxr,TypeScript,"61,363","5,276","2,088 stars today",https://github.com//anomalyco/opencode,GitHub_TypeScript_daily,2026-01-12 02:43:52
2,superpowers,Claude Code superpowers: core skills library,obra,Shell,"16,820","1,332",702 stars today,https://github.com//obra/superpowers,GitHub_Shell_daily,2026-01-12 02:43:52
3,ralph-claude-code,Autonomous AI development loop for Claude Code with intelligent exit detection,frankbria,Shell,"1,436",103,357 stars today,https://github.com//frankbria/ralph-claude-code,GitHub_Shell_daily,2026-01-12 02:43:52
4,claude-code-templates,CLI tool for configuring and monitoring Claude Code,davila7,Python,"15,512","1,344",131 stars today,https://github.com//davila7/claude-code-templates,GitHub_Python_daily,2026-01-12 02:43:52
5,plane,"🔥🔥🔥 Open-source Jira, Linear, Monday, and ClickUp alternative. Plane is a modern project management platform to manage tasks, sprints, docs, and triage.",anmolsinghbhatia,TypeScript,"43,421","3,262",317 stars today,https://github.com//makeplane/plane,GitHub_TypeScript_daily,2026-01-12 02:43:52
6,twemoji,Emoji for everyone. https://twemoji.twitter.com/,WebReflection,HTML,"17,419","1,903",10 stars today,https://github.com//twitter/twemoji,GitHub_HTML_daily,2026-01-12 02:43:52
7,UI-TARS-desktop,The Open-Source Multimodal AI Agent Stack: Connecting Cutting-Edge AI Models and Agent Infra,ulivz,TypeScript,"22,696","2,193",471 stars today,https://github.com//bytedance/UI-TARS-desktop,GitHub_TypeScript_daily,2026-01-12 02:43:52
8,twenty,"Building a modern alternative to Salesforce, powered by the community.",charlesBochet,TypeScript,"38,580","4,910",343 stars today,https://github.com//twentyhq/twenty,GitHub_TypeScript_daily,2026-01-12 02:43:52
9,home-assistant.io,📘 Home Assistant User documentation,frenck,HTML,"7,871","8,078",5 stars today,https://github.com//home-assistant/home-assistant.io,GitHub_HTML_daily,2026-01-12 02:43:52
10,claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",actions-user,Shell,"55,154","3,991",602 stars today,https://github.com//anthropics/claude-code,GitHub_Shell_daily,2026-01-12 02:43:52
11,ConvertX,💾 Self-hosted online file converter. Supports 1000+ formats ⚙️,C4illin,TypeScript,"14,509",772,312 stars today,https://github.com//C4illin/ConvertX,GitHub_TypeScript_daily,2026-01-12 02:43:52
12,sim,Open-source platform to build and deploy AI agent workflows.,waleedlatif1,TypeScript,"25,374","3,153",145 stars today,https://github.com//simstudioai/sim,GitHub_TypeScript_daily,2026-01-12 02:43:52
13,ai_agents_az,,gyoridavid,Python,"2,374",635,340 stars today,https://github.com//gyoridavid/ai_agents_az,GitHub_Python_daily,2026-01-12 02:43:52
1,opencode,The open source coding agent.,thdxr,TypeScript,"61,363","5,276","12,889 stars this week",https://github.com//anomalyco/opencode,GitHub_TypeScript_weekly,2026-01-12 02:43:52
2,ralph-claude-code,Autonomous AI development loop for Claude Code with intelligent exit detection,frankbria,Shell,"1,437",103,748 stars this week,https://github.com//frankbria/ralph-claude-code,GitHub_Shell_weekly,2026-01-12 02:43:52
