index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,graphiti,Build Real-Time Knowledge Graphs for AI Agents,prasmussen15,Python,"6,055",425,510 stars today,https://github.com//getzep/graphiti,GitHub_Python_daily,2025-04-28 02:29:30
2,generative-ai-for-beginners,"21 Lessons, Get Started Building with Generative AI 🔗 https://microsoft.github.io/generative-ai-for-beginners/",koreyspace,Jupyter Notebook,"80,325","41,435",282 stars today,https://github.com//microsoft/generative-ai-for-beginners,GitHub_Jupyter Notebook_daily,2025-04-28 02:29:30
3,rowboat,AI-powered multi-agent builder,ramnique,TypeScript,"1,777",142,355 stars today,https://github.com//rowboatlabs/rowboat,GitHub_TypeScript_daily,2025-04-28 02:29:30
4,devops-exercises,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions",surister,Python,"75,071","16,719",297 stars today,https://github.com//bregman-arie/devops-exercises,GitHub_Python_daily,2025-04-28 02:29:30
5,Stirling-PDF,#1 Locally hosted web application that allows you to perform various operations on PDF files,Frooodle,Java,"56,896","4,776",153 stars today,https://github.com//Stirling-Tools/Stirling-PDF,GitHub_Java_daily,2025-04-28 02:29:30
6,burn,"Burn is a next generation Deep Learning Framework that doesn't compromise on flexibility, efficiency and portability.",nathanielsimard,Rust,"10,683",543,80 stars today,https://github.com//tracel-ai/burn,GitHub_Rust_daily,2025-04-28 02:29:30
7,the-book-of-secret-knowledge,"A collection of inspiring lists, manuals, cheatsheets, blogs, hacks, one-liners, cli/web tools and more.",trimstray,,"166,804","10,440","1,287 stars today",https://github.com//trimstray/the-book-of-secret-knowledge,GitHub__daily,2025-04-28 02:29:30
8,ChatGPT_DAN,"ChatGPT DAN, Jailbreaks prompt",0xk1h0,,"7,640",698,219 stars today,https://github.com//0xk1h0/ChatGPT_DAN,GitHub__daily,2025-04-28 02:29:30
9,build-your-own-x,Master programming by recreating your favorite technologies from scratch.,danistefanovic,Markdown,"375,328","34,940",240 stars today,https://github.com//codecrafters-io/build-your-own-x,GitHub_Markdown_daily,2025-04-28 02:29:30
10,Agent-S,Agent S: an open agentic framework that uses computers like a human,alckasoc,Python,"2,813",303,101 stars today,https://github.com//simular-ai/Agent-S,GitHub_Python_daily,2025-04-28 02:29:30
11,v2rayN,"A GUI client for Windows, Linux and macOS, support Xray and sing-box and others",2dust,C#,"78,794","12,537",69 stars today,https://github.com//2dust/v2rayN,GitHub_C#_daily,2025-04-28 02:29:30
12,lapce,Lightning-fast and Powerful Code Editor written in Rust,dzhou121,Rust,"35,538","1,100",261 stars today,https://github.com//lapce/lapce,GitHub_Rust_daily,2025-04-28 02:29:30
13,exa-mcp-server,Claude can perform Web Search | Exa with MCP (Model Context Protocol),theishangoswami,TypeScript,"1,273",105,115 stars today,https://github.com//exa-labs/exa-mcp-server,GitHub_TypeScript_daily,2025-04-28 02:29:30
14,khoj,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.",debanjum,Python,"29,665","1,650",220 stars today,https://github.com//khoj-ai/khoj,GitHub_Python_daily,2025-04-28 02:29:30
15,AeroSpace,AeroSpace is an i3-like tiling window manager for macOS,nikitabobko,Swift,"11,835",234,37 stars today,https://github.com//nikitabobko/AeroSpace,GitHub_Swift_daily,2025-04-28 02:29:30
16,Win11Debloat,"A simple, easy to use PowerShell script to remove pre-installed apps from Windows, disable telemetry, remove Bing from Windows search as well as perform various other changes to declutter and improve your Windows experience. This script works for both Windows 10 and Windows 11.",Raphire,PowerShell,"19,278",822,72 stars today,https://github.com//Raphire/Win11Debloat,GitHub_PowerShell_daily,2025-04-28 02:29:30
17,terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",DHowett,C++,"97,860","8,535",37 stars today,https://github.com//microsoft/terminal,GitHub_C++_daily,2025-04-28 02:29:30
18,suna,Suna - Open Source Generalist AI Agent,markokraemer,TypeScript,"7,768",864,"1,434 stars today",https://github.com//kortix-ai/suna,GitHub_TypeScript_daily,2025-04-28 02:29:30
