index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,llama-models,Utilities intended for use with Llama models.,ashwinb,Python,"6,262","1,047",153 stars today,https://github.com//meta-llama/llama-models,GitHub_Python_daily,2025-04-07 02:28:26
2,anime,JavaScript animation engine,juliangarnier,JavaScript,"53,538","3,788",409 stars today,https://github.com//juliangarnier/anime,GitHub_JavaScript_daily,2025-04-07 02:28:26
3,markitdown,Python tool for converting files and office documents to Markdown.,afourney,Python,"42,682","2,036",410 stars today,https://github.com//microsoft/markitdown,GitHub_Python_daily,2025-04-07 02:28:26
4,PhysX,NVIDIA PhysX SDK,preist-nvidia,C++,"3,185",439,123 stars today,https://github.com//NVIDIA-Omniverse/PhysX,GitHub_C++_daily,2025-04-07 02:28:26
5,llm-cookbook,面向开发者的 LLM 入门教程，吴恩达大模型系列课程中文版,logan-zou,Jupyter Notebook,"16,913","2,103",91 stars today,https://github.com//datawhalechina/llm-cookbook,GitHub_Jupyter Notebook_daily,2025-04-07 02:28:26
6,activepieces,Open Source AI Automation ✨ All our 280+ pieces are now available as MCP to use with LLMs,abuaboud,TypeScript,"12,643","1,674",69 stars today,https://github.com//activepieces/activepieces,GitHub_TypeScript_daily,2025-04-07 02:28:26
7,BabelDOC,Yet Another Document Translator,awwaawwa,Python,856,45,176 stars today,https://github.com//funstory-ai/BabelDOC,GitHub_Python_daily,2025-04-07 02:28:26
8,bootstrap,"The most popular HTML, CSS, and JavaScript framework for developing responsive, mobile first projects on the web.",mdo,JavaScript,"172,030","79,072",121 stars today,https://github.com//twbs/bootstrap,GitHub_JavaScript_daily,2025-04-07 02:28:26
9,supabase-mcp,Connect Supabase to your AI assistants,gregnr,TypeScript,318,23,99 stars today,https://github.com//supabase-community/supabase-mcp,GitHub_TypeScript_daily,2025-04-07 02:28:26
10,fleet,"Open-source platform for IT, security, and infrastructure teams. (Linux, macOS, Chrome, Windows, cloud, data center)",eashaw,Go,"4,496",530,219 stars today,https://github.com//fleetdm/fleet,GitHub_Go_daily,2025-04-07 02:28:26
11,union,"The trust-minimized, zero-knowledge bridging protocol, designed for censorship resistance, extremely high security, and usage in decentralized finance.",cor,Rust,"52,212","2,623",360 stars today,https://github.com//unionlabs/union,GitHub_Rust_daily,2025-04-07 02:28:26
12,Summer2025-Internships,Collection of Summer 2025 tech internships!,actions-user,,"36,810","2,880",22 stars today,https://github.com//SimplifyJobs/Summer2025-Internships,GitHub__daily,2025-04-07 02:28:26
1,youtube-music,YouTube Music Desktop App bundled with custom plugins (and built-in ad blocker / downloader),JellyBrick,TypeScript,"17,396",903,"5,834 stars this week",https://github.com//th-ch/youtube-music,GitHub_TypeScript_weekly,2025-04-07 02:28:26
2,gitdiagram,"Free, simple, fast interactive diagrams for any GitHub repository",ahmedkhaleel2004,TypeScript,"8,306",554,"4,363 stars this week",https://github.com//ahmedkhaleel2004/gitdiagram,GitHub_TypeScript_weekly,2025-04-07 02:28:26
3,awesome-mcp-servers,A collection of MCP servers.,punkpeye,,"31,956","2,178","12,589 stars this week",https://github.com//punkpeye/awesome-mcp-servers,GitHub__weekly,2025-04-07 02:28:26
4,nvm,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,ljharb,Shell,"83,759","8,522",749 stars this week,https://github.com//nvm-sh/nvm,GitHub_Shell_weekly,2025-04-07 02:28:26
5,crawl4ai,"🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. Don't be shy, join here: https://discord.gg/jP8KfhDhyN",unclecode,Python,"37,567","3,311","2,912 stars this week",https://github.com//unclecode/crawl4ai,GitHub_Python_weekly,2025-04-07 02:28:26
