index,title,desc,author,language,stars,forks,today_forks,url,type,datetime
1,agenticSeek,"Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity.",Fosowl,Python,"9,073",749,"2,442 stars today",https://github.com//Fosowl/agenticSeek,GitHub_Python_daily,2025-05-28 02:33:02
2,computer-science,🎓 Path to a free self-taught education in Computer Science!,ericdouglas,HTML,"182,867","23,034",852 stars today,https://github.com//ossu/computer-science,GitHub_HTML_daily,2025-05-28 02:33:02
3,qlib,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and create value using AI technologies in quantitative investment, from exploring ideas to implementing productions. Qlib supports diverse machine learning modeling paradigms. including supervised learning, market dynamics modeling, and RL.",you-n-g,Python,"22,566","3,519",666 stars today,https://github.com//microsoft/qlib,GitHub_Python_daily,2025-05-28 02:33:02
4,pathway,"Python ETL framework for stream processing, real-time analytics, LLM pipelines, and RAG.",Pathway-Dev,Python,"26,112",575,236 stars today,https://github.com//pathwaycom/pathway,GitHub_Python_daily,2025-05-28 02:33:02
5,RD-Agent,"Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through R&D-Agent, which lets AI drive data-driven AI. 🔗https://aka.ms/RD-Agent-Tech-Report",you-n-g,Python,"4,946",441,184 stars today,https://github.com//microsoft/RD-Agent,GitHub_Python_daily,2025-05-28 02:33:02
6,lobe-chat,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 4 / Gemini / Ollama / DeepSeek / Qwen), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Plugins/Artifacts) and Thinking. One-click FREE deployment of your private ChatGPT/ Claude / DeepSeek application.",semantic-release-bot,TypeScript,"61,735","12,881",218 stars today,https://github.com//lobehub/lobe-chat,GitHub_TypeScript_daily,2025-05-28 02:33:02
7,typescript-go,Staging repo for development of native port of TypeScript,jakebailey,Go,"20,256",626,88 stars today,https://github.com//microsoft/typescript-go,GitHub_Go_daily,2025-05-28 02:33:02
8,mindsdb,AI's query engine - Platform for building AI that can answer questions over large scale federated data. - The only MCP Server you'll ever need,StpMax,Python,"30,353","5,141",301 stars today,https://github.com//mindsdb/mindsdb,GitHub_Python_daily,2025-05-28 02:33:02
9,telegram-search,🔍 一个功能强大的 Telegram 聊天记录搜索客户端，支持聊天记录备份和向量搜索。,luoling8192,TypeScript,"1,904",130,297 stars today,https://github.com//groupultra/telegram-search,GitHub_TypeScript_daily,2025-05-28 02:33:02
10,stalwart,"All-in-one Mail & Collaboration server. Secure, scalable and fluent in every protocol (IMAP, JMAP, SMTP, CalDAV, CardDAV, WebDAV).",mdecimus,Rust,"7,925",377,183 stars today,https://github.com//stalwartlabs/stalwart,GitHub_Rust_daily,2025-05-28 02:33:02
11,Duix.Heygem,,whl88,C,"9,160","1,512",91 stars today,https://github.com//duixcom/Duix.Heygem,GitHub_C_daily,2025-05-28 02:33:02
12,Duix.mobile,,maoliyan,C++,"6,293",930,45 stars today,https://github.com//duixcom/Duix.mobile,GitHub_C++_daily,2025-05-28 02:33:02
13,sktime,A unified framework for machine learning with time series,mloning,Python,"8,543","1,568",98 stars today,https://github.com//sktime/sktime,GitHub_Python_daily,2025-05-28 02:33:02
14,vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,WoosukKwon,Python,"48,231","7,628",100 stars today,https://github.com//vllm-project/vllm,GitHub_Python_daily,2025-05-28 02:33:02
15,n8n,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",janober,TypeScript,"99,413","27,635",492 stars today,https://github.com//n8n-io/n8n,GitHub_TypeScript_daily,2025-05-28 02:33:02
1,WSL,Windows Subsystem for Linux,OneBlue,C++,"27,540","1,293","9,133 stars this week",https://github.com//microsoft/WSL,GitHub_C++_weekly,2025-05-28 02:33:02
2,agenticSeek,"Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity.",Fosowl,Python,"9,073",749,"3,557 stars this week",https://github.com//Fosowl/agenticSeek,GitHub_Python_weekly,2025-05-28 02:33:02
3,ai-hedge-fund,An AI Hedge Fund Team,virattt,Python,"33,390","5,755","4,206 stars this week",https://github.com//virattt/ai-hedge-fund,GitHub_Python_weekly,2025-05-28 02:33:02
4,registry,A community driven registry service for Model Context Protocol (MCP) servers.,sridharavinash,Go,"1,209",75,943 stars this week,https://github.com//modelcontextprotocol/registry,GitHub_Go_weekly,2025-05-28 02:33:02
5,OpenHands,"🙌 OpenHands: Code Less, Make More",dependabot,Python,"56,336","6,331","1,869 stars this week",https://github.com//All-Hands-AI/OpenHands,GitHub_Python_weekly,2025-05-28 02:33:02
6,appwrite,Build like a team of hundreds_,eldadfux,TypeScript,"50,348","4,408","1,519 stars this week",https://github.com//appwrite/appwrite,GitHub_TypeScript_weekly,2025-05-28 02:33:02
7,ChinaTextbook,所有小初高、大学PDF教材。,TapXWorld,Roff,"31,957","7,054","5,738 stars this week",https://github.com//TapXWorld/ChinaTextbook,GitHub_Roff_weekly,2025-05-28 02:33:02
8,RD-Agent,"Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through R&D-Agent, which lets AI drive data-driven AI. 🔗https://aka.ms/RD-Agent-Tech-Report",you-n-g,Python,"4,946",441,493 stars this week,https://github.com//microsoft/RD-Agent,GitHub_Python_weekly,2025-05-28 02:33:02
9,llm-course,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.,mlabonne,Jupyter Notebook,"53,131","5,653","1,105 stars this week",https://github.com//mlabonne/llm-course,GitHub_Jupyter Notebook_weekly,2025-05-28 02:33:02
